date,total_cases,total_deaths,total_vaccinations
10/15/2022,216312,771,2445454
10/16/2022,191908,541,1123784
10/17/2022,534811,1802,1964815
10/18/2022,608228,1874,2521414
10/19/2022,514178,2260,2567954
10/20/2022,569668,2099,2765737
10/21/2022,412074,2015,2766887
10/22/2022,181730,602,2041925
10/23/2022,160574,573,937342
10/24/2022,427296,1449,1771830
10/25/2022,573963,2110,1944473
10/26/2022,450091,2468,2109351
10/27/2022,460069,2021,2242889
10/28/2022,349138,1412,2324512
10/29/2022,198907,572,1779840
10/30/2022,167103,502,817639
10/31/2022,300940,1117,1346877
11/1/2022,382156,2676,2536916
11/2/2022,396206,1714,1860940
11/3/2022,471209,2155,1876386
11/4/2022,425679,1861,2197680
11/5/2022,200530,530,1656742
11/6/2022,186353,483,737198
11/7/2022,327794,1127,1484005
11/8/2022,436725,1183,1579367
11/9/2022,424187,2050,2665709
11/10/2022,454972,2005,1810606
11/11/2022,482434,1590,1659173
11/12/2022,241813,474,1289729
11/13/2022,182901,437,577902
11/14/2022,364849,1281,788396
11/15/2022,493099,1415,932978
11/16/2022,479201,2216,752088
11/17/2022,472716,2593,797085
11/18/2022,627045,2307,556706
11/19/2022,246330,423,142226
11/20/2022,221701,509,797743
11/21/2022,355944,1037,NULL
